Name	Note	Gender	Adjective	Clan	Wing	Blood Potency	Humanity	Current Age	Sexual Orientation	Striking Looks	Vice	Virtue	Area of Influence	Bloodline	Gender	Title	Siring Year	Secrets	Flaws	Arrival	Sire	Status	Location	Derangements	Apparent Age	Childer	Status (Clan)	Status (Covenant)	Status (City)	Favors	Player	
Placeholder		Female	Innate	Ventrue	Senex	4	8	75	Straight	Normal	Pride	Charity	Senex		Female									Suspicion	20							
Placeholder		Female	Savory	Mekhet	Senex	2	5	100	Bisexual	Normal	Envy	Faith	Property		Female									No derangement	31							
Placeholder		Female	Protective	Daeva	Senex	2	4	100	Bisexual	Normal	Lust	Faith	Legio Mortuum		Female									No derangement	21							
Placeholder		Male	Luminous	Daeva	Legio Mortuum	2	5	100	Gay	Striking Looks 2	Greed	Prudence	Artists		Male									No derangement	22							
Placeholder		Female	Deranged	Nosferatu	Senex	2	6	75	Gay	Normal	Pride	Fortitude	Construction		Female									No derangement	19							
Placeholder		Male	Soulful	Julii	Legio Mortuum	3	1	50	Straight	Normal	Wrath	Fortitude	Honorius		Male									No derangement	77							
Placeholder		Male	Appreciative	Gangrel	Peregrine Collegia	1	2	150	Bisexual	Normal	Lust	Prudence	Crime		Male									No derangement	39							
Placeholder		Female	Lamentable	Julii	Peregrine Collegia	1	1	100	Straight	Normal	Wrath	Justice	Honorius		Female									Phobia	43							
Placeholder		Male	Silent	Mekhet	Cult of Augurs	1	5	50	Straight	Normal	Gluttony	Hope	Construction		Male									No derangement	58							
Placeholder		Male	Clear	Gangrel	Legio Mortuum	1	4	100	Straight	Normal	Sloth	Temperance	Honorius		Male									No derangement	47							
Placeholder		Male	Magical	Gangrel	Cult of Augurs	2	4	75	Straight	Normal	Envy	Fortitude	Merchants		Male									Suspicion	40							
Placeholder		Male	Fearful	Gangrel	Peregrine Collegia	2	4	75	Straight	Normal	Sloth	Temperance	Information		Male									Paranoia	25							
Placeholder		Male	Nimble	Gangrel	Peregrine Collegia	4	4	50	Straight	Normal	Wrath	Justice	Neonates		Male									Vocalization	32							
Placeholder		Female	Equal	Gangrel	Peregrine Collegia	2	4	50	Straight	Normal	Envy	Faith	Peregrine Collegia		Female									No derangement	15							
Placeholder		Female	Vulgar	Julii	Peregrine Collegia	2	4	500	Straight	Normal	Greed	Hope	Merchants		Female									No derangement	52							
Placeholder		Female	Tricky	Gangrel	Legio Mortuum	2	5	100	Gay	Normal	Wrath	Hope	Information		Female									No derangement	53							
Placeholder		Male	Languid	Nosferatu	Senex	2	4	75	Bisexual	Normal	Lust	Prudence	Vigor Trainer		Male									Anxiety	30							
Placeholder		Female	Dashing	Julii	Cult of Augurs	2	4	75	Straight	Normal	Pride	Prudence	Trade		Female									Suspicion	24							
Placeholder		Male	Wretched	Nosferatu	Senex	2	3	75	Straight	Normal	Envy	Temperance	Neonates		Male									Irrationality	75							
Placeholder		Male	Picayune	Mekhet	Peregrine Collegia	3	2	75	Straight	Normal	Gluttony	Justice	Lore		Male									No derangement	20							
Placeholder		Male	Fierce	Nosferatu	Legio Mortuum	5	3	50	Straight	Normal	Pride	Fortitude	Property		Male									No derangement	25							
Placeholder		Female	Electric	Nosferatu	Cult of Augurs	2	4	75	Straight	Normal	Lust	Justice	Patricians		Female									No derangement	56							
Placeholder		Female	Needless	Mekhet	Senex	2	3	150	Straight	Normal	Gluttony	Prudence	Legio Mortuum		Female									Avoidance	80							
Placeholder		Female	Fun	Daeva	Cult of Augurs	2	3	100	Bisexual	Normal	Greed	Faith	Senex		Female									No derangement	18							
Placeholder		Male	Hapless	Julii	Senex	4	6	350	Straight	Normal	Lust	Fortitude	Trade		Male									No derangement	53							
Placeholder		Male	Eatable	Julii	Legio Mortuum	2	6	75	Straight	Normal	Sloth	Charity	Patricians		Male									No derangement	73							
Placeholder		Female	Determined	Julii	Senex	3	5	100	Straight	Normal	Pride	Faith	Patricians		Female									Melancholia	22							
Placeholder		Male	Like	Gangrel	Cult of Augurs	1	4	75	Straight	Normal	Lust	Hope	Frontline Soldier		Male									No derangement	35							
Placeholder		Female	Adorable	Nosferatu	Cult of Augurs	3	6	50	Gay	Normal	Envy	Hope	Information		Female									No derangement	43							
Placeholder		Female	Grubby	Ventrue	Cult of Augurs	8	6	50	Bisexual	Striking Looks 2	Lust	Hope	Ghouls		Female									Inferiority Complex	25							
Placeholder		Female	Forthright	Daeva	Senex	2	3	75	Straight	Normal	Wrath	Hope	Auspex		Female									No derangement	49							
Placeholder		Male	Belligerent	Gangrel	Peregrine Collegia	3	3	150	Bisexual	Normal	Envy	Prudence	Exotic Imports And Slaves		Male									No derangement	66							
Placeholder		Female	Gaping	Daeva	Cult of Augurs	3	6	50	Straight	Normal	Lust	Faith	Kine		Female									Avoidance	33							
Placeholder		Female	Sassy	Gangrel	Peregrine Collegia	2	7	250	Gay	Normal	Wrath	Fortitude	Crime		Female									No derangement	48							
Placeholder		Female	Progressive	Daeva	Cult of Augurs	2	4	100	Straight	Striking Looks 2	Sloth	Faith	Trade		Female									No derangement	37							
Placeholder		Male	Even-tempered	Gangrel	Cult of Augurs	3	5	100	Straight	Normal	Pride	Charity	Artists		Male									No derangement	31							
Placeholder		Male	Grand	Gangrel	Legio Mortuum	1	4	150	Straight	Normal	Greed	Charity	Nosferatu		Male									Narcissism	47							
Placeholder		Female	Enormous	Nosferatu	Cult of Augurs	1	5	500	Straight	Striking Looks 4	Sloth	Fortitude	Senex		Female									No derangement	34							
Placeholder		Male	Rural	Mekhet	Legio Mortuum	2	2	150	Bisexual	Normal	Wrath	Fortitude	Warfare Training		Male									No derangement	53							
Placeholder		Male	Rebel	Daeva	Senex	2	4	100	Straight	Striking Looks 2	Sloth	Hope	Crime		Male									No derangement	20							
Placeholder		Male	Bored	Mekhet	Legio Mortuum	3	5	100	Straight	Normal	Gluttony	Justice	Nosferatu		Male									No derangement	43							
Placeholder		Male	Alike	Daeva	Legio Mortuum	4	5	50	Straight	Normal	Wrath	Temperance	Auguries		Male									No derangement	24							
Placeholder		Male	Convivial	Gangrel	Cult of Augurs	3	5	50	Gay	Normal	Wrath	Justice	Kine		Male									No derangement	25							
Placeholder		Male	Comedic	Gangrel	Peregrine Collegia	4	4	100	Bisexual	Normal	Wrath	Hope	Human Religions		Male									No derangement	44							
Placeholder		Female	Full	Mekhet	Legio Mortuum	3	7	50	Straight	Striking Looks 2	Wrath	Justice	Property		Female									No derangement	60							
Placeholder		Female	Repulsive	Daeva	Legio Mortuum	2	4	150	Straight	Striking Looks 2	Greed	Fortitude	Entertainment		Female									No derangement	30							
Placeholder		Male	Amusing	Nosferatu	Senex	2	3	50	Straight	Normal	Wrath	Charity	Crime		Male									Anxiety	51							
Placeholder		Female	Violent	Mekhet	Senex	2	3	250	Straight	Normal	Sloth	Prudence	Ghouls		Female									No derangement	54							
Placeholder		Female	Able	Gangrel	Senex	3	4	100	Straight	Normal	Greed	Justice	Nosferatu		Female									No derangement	32							
Placeholder		Female	Pleasant	Julii	Peregrine Collegia	3	5	75	Straight	Normal	Greed	Hope	Cult Of Augurs		Female									No derangement	32							
Placeholder		Female	Philanthropic	Ventrue	Peregrine Collegia	1	6	700	Straight	Normal	Greed	Fortitude	Information		Female									Inferiority Complex	18							
Placeholder		Male	Odd	Julii	Peregrine Collegia	3	4	150	Straight	Normal	Gluttony	Faith	Information		Male									Fixation	39							
Placeholder		Female	Arrogant	Daeva	Legio Mortuum	4	5	75	Straight	Striking Looks 2	Sloth	Prudence	Patricians		Female									No derangement	68							
Placeholder		Male	Cozy	Gangrel	Senex	3	5	75	Straight	Normal	Sloth	Fortitude	Soldier Training		Male									No derangement	20							
Placeholder		Female	Complete	Nosferatu	Legio Mortuum	2	5	50	Straight	Normal	Pride	Fortitude	Honorius		Female									No derangement	27							
Placeholder		Female	Towering	Daeva	Cult of Augurs	1	6	250	Straight	Striking Looks 2	Greed	Justice	Information		Female									Phobia	57							
Placeholder		Male	Vague	Daeva	Peregrine Collegia	3	2	75	Gay	Striking Looks 2	Greed	Fortitude	Political And Financial Broker		Male									Vocalization	19							
Placeholder		Male	Distinctive	Julii	Legio Mortuum	3	4	75	Straight	Normal	Envy	Charity	Exotic Imports And Slaves		Male									No derangement	25							
Placeholder		Female	Mixed	Ventrue	Peregrine Collegia	6	2	75	Straight	Normal	Greed	Justice	Merchants		Female									No derangement	20							
Placeholder		Male	Gifted	Ventrue	Cult of Augurs	4	5	75	Straight	Striking Looks 2	Sloth	Prudence	Crime		Male									No derangement	28							
Placeholder		Male	Cooperative	Daeva	Cult of Augurs	4	4	50	Straight	Normal	Gluttony	Fortitude	Trade		Male									No derangement	77							
Placeholder		Male	Rainy	Daeva	Cult of Augurs	3	3	75	Gay	Striking Looks 2	Greed	Temperance	Tax Collectors		Male									No derangement	34							
Placeholder		Female	Engaging	Nosferatu	Cult of Augurs	1	4	75	Straight	Striking Looks 2	Lust	Hope	Construction		Female									No derangement	26							
Placeholder		Male	Acid	Ventrue	Legio Mortuum	4	5	50	Gay	Normal	Gluttony	Fortitude	Mercenary Work		Male									No derangement	28							
Placeholder		Male	Certain	Julii	Senex	6	5	75	Straight	Normal	Envy	Prudence	Artists		Male									Inferiority Complex	46							
Placeholder		Male	Magnetic	Julii	Peregrine Collegia	2	3	75	Straight	Striking Looks 2	Sloth	Prudence	Merchants		Male									Narcissism	70							
Placeholder		Male	Unsightly	Nosferatu	Peregrine Collegia	3	5	75	Straight	Normal	Lust	Faith	Money		Male									No derangement	22							
Placeholder		Female	Gleeful	Mekhet	Legio Mortuum	1	2	100	Bisexual	Normal	Wrath	Prudence	Exotic Imports And Slaves		Female									No derangement	22							
Placeholder		Female	Just	Daeva	Legio Mortuum	1	4	75	Straight	Striking Looks 2	Lust	Justice	Political And Financial Broker		Female									No derangement	31							
Placeholder		Male	Grey	Ventrue	Legio Mortuum	2	2	75	Straight	Normal	Envy	Fortitude	Crime		Male									Multiple Personality	44							
Placeholder		Male	Youthful	Ventrue	Legio Mortuum	2	2	250	Straight	Normal	Envy	Charity	Auspex		Male									No derangement	43							
Placeholder		Female	Classy	Nosferatu	Senex	2	4	100	Gay	Normal	Sloth	Justice	Cult Of Augurs		Female									No derangement	39							
Placeholder		Female	Brawny	Mekhet	Senex	2	4	50	Straight	Normal	Wrath	Prudence	Crime		Female									Avoidance	31							
Placeholder		Female	Law-abiding	Ventrue	Senex	2	7	75	Gay	Normal	Gluttony	Hope	Kine		Female									No derangement	39							
Placeholder		Male	Lackadaisical	Mekhet	Senex	2	4	150	Straight	Normal	Envy	Charity	Auguries		Male									No derangement	46							
Placeholder		Female	Loose	Ventrue	Legio Mortuum	5	5	75	Gay	Normal	Wrath	Hope	Human Religions		Female									No derangement	39							
Placeholder		Female	Cool	Daeva	Legio Mortuum	1	6	50	Straight	Striking Looks 2	Lust	Temperance	Construction		Female									No derangement	19							
Placeholder		Female	Jovial	Ventrue	Cult of Augurs	5	4	50	Straight	Striking Looks 2	Sloth	Hope	Trade		Female									No derangement	28							
Placeholder		Female	Satisfied	Gangrel	Legio Mortuum	1	5	75	Straight	Normal	Lust	Hope	Nosferatu		Female									No derangement	58							
Placeholder		Female	Busy	Daeva	Cult of Augurs	3	4	50	Gay	Striking Looks 2	Pride	Faith	Curios		Female									No derangement	53							
Placeholder		Male	Macho	Nosferatu	Peregrine Collegia	5	7	1000	Straight	Striking Looks 4	Lust	Hope	Nosferatu		Male									Suspicion	14							
Placeholder		Male	Jolly	Daeva	Legio Mortuum	2	5	75	Straight	Striking Looks 2	Pride	Prudence	Soldier Training		Male									Avoidance	37							
Placeholder		Female	Nutritious	Ventrue	Peregrine Collegia	1	5	350	Gay	Normal	Pride	Charity	Merchants		Female									Avoidance	33							
Placeholder		Female	Unhealthy	Julii	Peregrine Collegia	1	4	50	Straight	Normal	Envy	Charity	Nosferatu		Female									No derangement	52							
Placeholder		Male	Heady	Julii	Cult of Augurs	2	3	75	Straight	Normal	Gluttony	Charity	Nosferatu		Male									Inferiority Complex	37							
Placeholder		Male	Warm	Julii	Senex	2	2	75	Straight	Normal	Wrath	Temperance	Cult Of Augurs		Male									No derangement	27							
Placeholder		Male	Waggish	Gangrel	Legio Mortuum	4	3	75	Straight	Normal	Wrath	Charity	Exotic Imports And Slaves		Male									No derangement	20							
Placeholder		Male	Cruel	Gangrel	Cult of Augurs	2	6	50	Straight	Normal	Sloth	Prudence	Mercenary Work		Male									No derangement	24							
Placeholder		Female	Polished	Gangrel	Cult of Augurs	2	3	250	Straight	Normal	Pride	Fortitude	Blood		Female									Inferiority Complex	58							
Placeholder		Male	Meritorious	Mekhet	Peregrine Collegia	2	4	75	Gay	Normal	Sloth	Justice	Money		Male									No derangement	34							
Placeholder		Female	Grotesque	Daeva	Cult of Augurs	3	4	75	Gay	Striking Looks 2	Gluttony	Temperance	Cult Of Augurs		Female									Suspicion	52							
Placeholder		Male	Hard	Daeva	Cult of Augurs	2	5	100	Straight	Normal	Wrath	Fortitude	Lore		Male									Depression	24							
Placeholder		Male	Nifty	Daeva	Senex	2	4	100	Straight	Striking Looks 2	Envy	Justice	Construction		Male									No derangement	19							
Placeholder		Female	Clean	Daeva	Legio Mortuum	5	2	100	Straight	Striking Looks 2	Greed	Faith	Political And Financial Broker		Female									No derangement	26							
Placeholder		Female	Mindless	Daeva	Legio Mortuum	1	4	100	Straight	Normal	Sloth	Faith	Kine		Female									No derangement	37							
Placeholder		Female	Rambunctious	Nosferatu	Legio Mortuum	2	4	50	Gay	Normal	Lust	Charity	Mercenary Work		Female									No derangement	53							
Placeholder		Male	Bawdy	Mekhet	Legio Mortuum	2	4	250	Straight	Normal	Greed	Prudence	Warfare Training		Male									No derangement	29							
Placeholder		Female	Greasy	Mekhet	Senex	2	4	50	Straight	Normal	Gluttony	Hope	Exotic Imports And Slaves		Female									No derangement	38							
Placeholder		Male	Logical	Nosferatu	Cult of Augurs	3	5	75	Straight	Striking Looks 2	Pride	Faith	Trade		Male									No derangement	29							
Placeholder		Male	Tight	Daeva	Legio Mortuum	5	4	75	Straight	Normal	Wrath	Fortitude	Money		Male									No derangement	28							
Placeholder		Female	Modern	Gangrel	Cult of Augurs	3	3	75	Straight	Striking Looks 2	Wrath	Hope	Tax Collectors		Female									No derangement	56							
Placeholder		Male	Sedate	Gangrel	Peregrine Collegia	3	3	75	Straight	Normal	Greed	Justice	Human Religions		Male									Inferiority Complex	42							
Placeholder		Male	Sour	Nosferatu	Cult of Augurs	3	4	50	Straight	Normal	Pride	Prudence	Warfare Training		Male									No derangement	7							
Placeholder		Female	Scary	Daeva	Senex	2	3	75	Straight	Striking Looks 2	Wrath	Prudence	Cult Of Augurs		Female									No derangement	51							
Placeholder		Male	Stormy	Ventrue	Peregrine Collegia	1	5	75	Straight	Normal	Pride	Faith	Auguries		Male									No derangement	25							
Placeholder		Male	Conciliatory	Nosferatu	Cult of Augurs	2	5	75	Straight	Normal	Sloth	Fortitude	Cult Of Augurs		Male									No derangement	20							
Placeholder		Female	Unbiased	Daeva	Legio Mortuum	2	2	50	Straight	Striking Looks 2	Pride	Fortitude	Kine		Female									No derangement	33							
Placeholder		Female	Spiky	Ventrue	Cult of Augurs	3	4	75	Gay	Normal	Lust	Prudence	Peregrine Collegia		Female									Suspicion	48							
Placeholder		Male	Divergent	Gangrel	Senex	1	2	50	Gay	Normal	Sloth	Hope	Blood		Male									No derangement	19							
Placeholder		Female	Tawdry	Nosferatu	Cult of Augurs	1	4	50	Straight	Normal	Lust	Faith	Vigor Trainer		Female									No derangement	31							
Placeholder		Male	One	Daeva	Peregrine Collegia	1	3	75	Straight	Normal	Sloth	Prudence	Kine		Male									No derangement	35							
Placeholder		Female	Teeny-tiny	Nosferatu	Senex	3	3	50	Straight	Normal	Lust	Fortitude	Legio Mortuum		Female									No derangement	21							
Placeholder		Female	Assured	Gangrel	Legio Mortuum	2	7	350	Straight	Normal	Wrath	Fortitude	Merchants		Female									No derangement	44							
Placeholder		Female	Overjoyed	Nosferatu	Peregrine Collegia	3	6	150	Straight	Normal	Lust	Prudence	Frontline Soldier		Female									No derangement	54							
Placeholder		Male	Vigorous	Gangrel	Peregrine Collegia	3	8	75	Straight	Normal	Sloth	Hope	Mercenary Work		Male									No derangement	22							
Placeholder		Female	Sedate	Mekhet	Peregrine Collegia	3	1	50	Bisexual	Normal	Lust	Temperance	Construction		Female									No derangement	62							
Placeholder		Male	Utopian	Julii	Cult of Augurs	2	5	100	Straight	Striking Looks 2	Pride	Justice	Vigor Trainer		Male									Inferiority Complex	78							
Placeholder		Female	Odd	Mekhet	Senex	3	2	100	Gay	Normal	Pride	Justice	Political And Financial Broker		Female									Irrationality	52							
Placeholder		Male	Extraordinary	Gangrel	Peregrine Collegia	5	7	50	Gay	Normal	Sloth	Faith	Lore		Male									No derangement	22							
Placeholder		Female	Confused	Gangrel	Legio Mortuum	2	6	75	Straight	Normal	Greed	Charity	Human Religions		Female									No derangement	47							
Placeholder		Female	Oval	Ventrue	Cult of Augurs	2	6	50	Straight	Striking Looks 2	Pride	Prudence	Peregrine Collegia		Female									No derangement	53							
Placeholder		Male	Available	Ventrue	Legio Mortuum	4	3	100	Gay	Striking Looks 2	Envy	Charity	Property		Male									No derangement	41							
Placeholder		Male	Glossy	Nosferatu	Legio Mortuum	1	4	150	Gay	Normal	Greed	Charity	Legio Mortuum		Male									Fixation	31							
Placeholder		Female	Scintillating	Gangrel	Cult of Augurs	2	6	75	Bisexual	Normal	Envy	Fortitude	Curios		Female									No derangement	39							
Placeholder		Male	Feeble	Daeva	Senex	1	2	100	Straight	Normal	Gluttony	Faith	Crime		Male									No derangement	33							
Placeholder		Female	Sublime	Nosferatu	Legio Mortuum	3	1	50	Gay	Normal	Sloth	Fortitude	Legio Mortuum		Female									Avoidance	63							
Placeholder		Male	Tacit	Daeva	Senex	4	3	100	Straight	Striking Looks 2	Pride	Prudence	Camarilla		Male									No derangement	31							
Placeholder		Male	Dramatic	Nosferatu	Cult of Augurs	1	4	50	Straight	Normal	Wrath	Temperance	Neonates		Male									No derangement	31							
Placeholder		Male	Modern	Mekhet	Senex	4	4	150	Straight	Striking Looks 2	Pride	Temperance	Trade		Male									No derangement	29							
Placeholder		Female	Humdrum	Mekhet	Senex	6	5	100	Gay	Normal	Lust	Prudence	Money		Female									No derangement	24							
Placeholder		Male	Sad	Mekhet	Senex	5	4	75	Straight	Normal	Pride	Fortitude	Cult Of Augurs		Male									Paranoia	44							
Placeholder		Male	Prickly	Julii	Cult of Augurs	2	5	75	Straight	Normal	Greed	Prudence	Peregrine Collegia		Male									Irrationality	20							
Placeholder		Male	Suave	Daeva	Senex	3	4	50	Gay	Normal	Gluttony	Fortitude	Soldier Training		Male									No derangement	21							
Placeholder		Female	Auspicious	Mekhet	Cult of Augurs	3	4	50	Bisexual	Normal	Sloth	Faith	Camarilla		Female									No derangement	9							
Placeholder		Male	Affectionate	Gangrel	Legio Mortuum	7	8	75	Bisexual	Normal	Pride	Faith	Peregrine Collegia		Male									Anxiety	50							
Placeholder		Female	Fabulous	Mekhet	Senex	4	6	50	Gay	Normal	Pride	Charity	Peregrine Collegia		Female									No derangement	36							
Placeholder		Female	Practical	Daeva	Senex	7	5	150	Straight	Striking Looks 2	Lust	Hope	Vigor Trainer		Female									Suspicion	20							
Placeholder		Male	Forgiving	Nosferatu	Legio Mortuum	2	3	50	Gay	Normal	Lust	Charity	Lore		Male									No derangement	23							
Placeholder		Male	Fantastic	Mekhet	Senex	2	6	50	Straight	Normal	Envy	Fortitude	Soldier Training		Male									No derangement	52							
Placeholder		Female	Well-to-do	Daeva	Senex	1	5	75	Straight	Normal	Greed	Hope	Camarilla		Female									No derangement	48							
Placeholder		Female	Simple	Daeva	Cult of Augurs	2	3	100	Straight	Striking Looks 2	Pride	Justice	Warfare Training		Female									Narcissism	33							
Placeholder		Male	Spiteful	Gangrel	Peregrine Collegia	3	7	350	Straight	Normal	Gluttony	Hope	Curios		Male									No derangement	51							
Placeholder		Male	Feigned	Mekhet	Legio Mortuum	1	5	75	Bisexual	Striking Looks 2	Pride	Faith	Warfare Training		Male									No derangement	30							
Placeholder		Female	Gainful	Gangrel	Legio Mortuum	3	4	150	Straight	Normal	Greed	Faith	Crime		Female									No derangement	21							
Placeholder		Male	Thin	Mekhet	Peregrine Collegia	1	4	150	Bisexual	Normal	Sloth	Temperance	Patricians		Male									Phobia	17							
Placeholder		Female	Victorious	Ventrue	Cult of Augurs	2	6	75	Straight	Normal	Envy	Hope	Neonates		Female									No derangement	27							
Placeholder		Male	Fluttering	Gangrel	Peregrine Collegia	2	5	75	Straight	Normal	Sloth	Faith	Auspex		Male									No derangement	18							
Placeholder		Female	Dynamic	Gangrel	Senex	2	2	75	Straight	Normal	Lust	Charity	Blood		Female									No derangement	18							
Placeholder		Male	Witty	Mekhet	Legio Mortuum	6	4	50	Straight	Normal	Wrath	Hope	Legio Mortuum		Male									No derangement	27							
Placeholder		Male	Spectacular	Julii	Cult of Augurs	1	4	250	Bisexual	Normal	Lust	Temperance	Crime		Male									No derangement	22							
Placeholder		Female	Conciliatory	Nosferatu	Cult of Augurs	2	4	75	Straight	Normal	Lust	Faith	Honorius		Female									No derangement	19							
Placeholder		Female	Alleged	Nosferatu	Peregrine Collegia	2	3	100	Straight	Normal	Envy	Temperance	Patricians		Female									Phobia	29							
Placeholder		Male	Electric	Julii	Cult of Augurs	2	6	75	Straight	Striking Looks 2	Gluttony	Faith	Legio Mortuum		Male									Depression	37							
Placeholder		Male	Sick	Mekhet	Cult of Augurs	4	5	100	Straight	Normal	Envy	Temperance	Peregrine Collegia		Male									No derangement	28							
Placeholder		Female	Deliberate	Nosferatu	Peregrine Collegia	2	7	250	Straight	Normal	Greed	Hope	Political And Financial Broker		Female									No derangement	53							
Placeholder		Female	Oafish	Daeva	Cult of Augurs	4	3	100	Straight	Striking Looks 2	Envy	Faith	Honorius		Female									Phobia	18							
Placeholder		Female	Unsuitable	Daeva	Peregrine Collegia	3	4	75	Straight	Normal	Sloth	Hope	Merchants		Female									No derangement	24							
Placeholder		Male	Questionable	Mekhet	Cult of Augurs	4	5	100	Gay	Normal	Pride	Prudence	Nosferatu		Male									No derangement	54							
Placeholder		Female	Wiggly	Nosferatu	Cult of Augurs	5	4	75	Gay	Normal	Wrath	Temperance	Auguries		Female									No derangement	27							
Placeholder		Male	Deranged	Nosferatu	Cult of Augurs	2	3	75	Straight	Striking Looks 4	Greed	Fortitude	Political And Financial Broker		Male									No derangement	63							
Placeholder		Female	Defiant	Ventrue	Peregrine Collegia	3	5	250	Straight	Striking Looks 2	Pride	Faith	Lore		Female									Phobia	44							
Placeholder		Female	Insidious	Mekhet	Cult of Augurs	2	4	150	Gay	Normal	Envy	Prudence	Neonates		Female									No derangement	36							
Placeholder		Male	Awake	Julii	Senex	8	6	75	Straight	Normal	Wrath	Charity	Frontline Soldier		Male									Narcissism	49							
Placeholder		Male	Sharp	Ventrue	Peregrine Collegia	2	4	100	Straight	Normal	Envy	Prudence	Curios		Male									No derangement	29							
Placeholder		Male	Faint	Julii	Cult of Augurs	2	3	75	Straight	Striking Looks 2	Wrath	Temperance	Investigation		Male									Inferiority Complex	35							
Placeholder		Female	Spiffy	Nosferatu	Peregrine Collegia	1	4	150	Straight	Striking Looks 4	Sloth	Hope	Nosferatu		Female									No derangement	32							
Placeholder		Male	Different	Gangrel	Legio Mortuum	1	3	100	Straight	Normal	Sloth	Justice	Kine		Male									No derangement	22							
Placeholder		Male	Huge	Daeva	Senex	1	5	500	Straight	Striking Looks 2	Greed	Prudence	Crime		Male									No derangement	35							
Placeholder		Male	Wacky	Julii	Cult of Augurs	2	4	75	Straight	Normal	Gluttony	Faith	Investigation		Male									No derangement	35							
Placeholder		Male	Moldy	Ventrue	Peregrine Collegia	4	4	150	Straight	Normal	Sloth	Fortitude	Auspex		Male									No derangement	71							
Placeholder		Male	Talented	Nosferatu	Peregrine Collegia	1	4	75	Straight	Normal	Gluttony	Fortitude	Auspex		Male									No derangement	32							
Placeholder		Female	Efficacious	Gangrel	Peregrine Collegia	2	5	75	Straight	Normal	Lust	Temperance	Investigation		Female									No derangement	31							
Placeholder		Female	Prudent	Nosferatu	Cult of Augurs	2	4	75	Gay	Normal	Pride	Faith	Property		Female									No derangement	43							
Placeholder		Female	Aggressive	Nosferatu	Cult of Augurs	2	4	100	Straight	Normal	Sloth	Charity	Property		Female									No derangement	20							
Placeholder		Female	Jittery	Gangrel	Peregrine Collegia	2	2	150	Straight	Normal	Sloth	Hope	Auguries		Female									Narcissism	8							
Placeholder		Female	Colorful	Gangrel	Peregrine Collegia	3	6	100	Bisexual	Normal	Envy	Fortitude	Human Religions		Female									Inferiority Complex	65							
Placeholder		Male	Rosy	Gangrel	Legio Mortuum	4	1	100	Straight	Normal	Lust	Prudence	Warfare Training		Male									Suspicion	25							
Placeholder		Female	Heavenly	Ventrue	Legio Mortuum	2	5	50	Straight	Normal	Lust	Faith	Tax Collectors		Female									Narcissism	11							
Placeholder		Male	Generous	Julii	Cult of Augurs	2	4	75	Straight	Striking Looks 2	Greed	Fortitude	Curios		Male									Depression	43							
Placeholder		Male	Flexible	Gangrel	Peregrine Collegia	6	5	50	Straight	Striking Looks 2	Sloth	Prudence	Soldier Training		Male									No derangement	54							
Placeholder		Male	Eatable	Mekhet	Senex	2	1	250	Bisexual	Normal	Greed	Prudence	Auguries		Male									No derangement	42							
Placeholder		Female	Staking	Ventrue	Legio Mortuum	3	2	50	Straight	Normal	Lust	Faith	Artists		Female									Phobia	48							
Placeholder		Female	Disastrous	Ventrue	Legio Mortuum	1	4	75	Straight	Normal	Pride	Hope	Warfare Training		Female									No derangement	34							
Placeholder		Female	Blonde	Julii	Senex	2	5	100	Gay	Normal	Envy	Justice	Information		Female									No derangement	29							
Placeholder		Female	Approachable	Ventrue	Senex	2	1	100	Bisexual	Normal	Wrath	Prudence	Auguries		Female									Phobia	33							
Placeholder		Male	Disillusioned	Gangrel	Peregrine Collegia	2	5	250	Straight	Normal	Wrath	Charity	Money		Male									No derangement	54							
Placeholder		Male	Roomy	Nosferatu	Peregrine Collegia	2	5	150	Bisexual	Normal	Sloth	Faith	Kine		Male									No derangement	26							
Placeholder		Female	Ludicrous	Daeva	Peregrine Collegia	3	4	50	Straight	Normal	Pride	Justice	Crime		Female									No derangement	25							
Placeholder		Female	Busy	Julii	Cult of Augurs	1	2	100	Straight	Normal	Envy	Temperance	Merchants		Female									Vocalization	22							
Placeholder		Female	Keen	Julii	Senex	3	4	50	Straight	Striking Looks 2	Pride	Faith	Patricians		Female									Megalomania	36							
Placeholder		Female	Sweet	Julii	Legio Mortuum	2	4	75	Bisexual	Normal	Envy	Hope	Kine		Female									No derangement	23							
Placeholder		Female	Gleeful	Daeva	Legio Mortuum	3	4	75	Gay	Normal	Greed	Hope	Tax Collectors		Female									No derangement	28							
Placeholder		Male	Graceful	Nosferatu	Senex	3	8	50	Bisexual	Normal	Sloth	Hope	Trade		Male									No derangement	23							
Placeholder		Male	Madly	Daeva	Legio Mortuum	2	3	100	Straight	Normal	Wrath	Justice	Exotic Imports And Slaves		Male									No derangement	23							
Placeholder		Male	Distinct	Ventrue	Peregrine Collegia	2	3	50	Straight	Normal	Wrath	Prudence	Construction		Male									No derangement	20							
Placeholder		Male	Luxuriant	Julii	Cult of Augurs	2	5	50	Straight	Normal	Pride	Fortitude	Blood		Male									No derangement	24							
Placeholder		Female	Idiotic	Julii	Cult of Augurs	3	5	150	Straight	Striking Looks 2	Greed	Charity	Merchants		Female									No derangement	22							
Placeholder		Female	Convivial	Daeva	Cult of Augurs	4	6	150	Straight	Normal	Envy	Faith	Auguries		Female									No derangement	8							
